GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
3526,54855932.34,3265.46,1775.09,5175440.68,147.04,-110.67,-986.13,-11757.48,488.61,8755.97,-3246.59,120.33,60032950.9,-3126.26,60029824.65
3551,54685783.35,3267.64,1791.33,5158797.3,189.98,-111.75,-967.61,-11670.27,479.06,8650.29,-3306.71,121.49,59846209.33,-3185.21,59843024.12
3576,54686985.22,2759.37,1830.45,5171447.28,307.98,-125.5,-972.75,-11800.97,478.69,8812.06,-3322.49,120.13,59859721.82,-3202.36,59856519.46
3601,54573660.43,3083.93,1854.05,5190761.93,751.85,-113.92,-1000.2,-11686.44,509.44,8787.53,-3353.64,118.49,59766608.59,-3235.15,59763373.44
3626,54887500.48,2960.51,1798.44,5246467.81,208.94,-111.85,-991.17,-11929.11,503.84,8851.51,-3172.36,118.7,60135259.4,-3053.67,60132205.73
3651,54704044.37,3155.47,1786.06,5194010.32,146.43,-111.21,-992.9,-11682.77,490.87,8750.99,-3324.52,119.89,59899597.63,-3204.63,59896393.0
3676,55040483.47,2818.77,1811.22,5226598.6,115.82,-116.2,-1000.17,-11682.63,509.76,8815.07,-3379.62,120.11,60268353.72,-3259.52,60265094.2
3701,55028661.35,3285.39,1780.8,5205806.47,148.24,-82.66,-998.98,-11638.9,503.38,8757.11,-3428.07,120.65,60236222.19,-3307.42,60232914.77
3726,54694391.17,3239.17,1792.12,5168601.26,139.1,-106.56,-1023.28,-11783.21,497.99,8776.49,-3227.44,116.02,59864524.24,-3111.42,59861412.83
3751,54694517.37,2892.66,1793.39,5183554.83,101.38,-107.47,-1024.63,-11688.3,499.26,8806.37,-3319.37,115.58,59879344.87,-3203.8,59876141.08
3776,54812820.27,2771.89,1795.15,5177779.3,147.95,-106.9,-990.26,-11770.04,505.41,8840.37,-3326.8,118.77,59991793.14,-3208.03,59988585.11
3801,55005624.53,2757.08,1804.68,5204911.78,142.14,-101.55,-976.07,-11781.34,498.19,8821.28,-3314.59,119.51,60211700.72,-3195.08,60208505.64
