SMILES,aff_site,aff_p0,d_key,d_p0,bridge
COc1c(Sc2c(-c3ccc4c(c3)S(=O)(=O)c3sccc3S4)sc3ccsc23)sc2c(-c3cc4ccccc4oc3=O)c(-c3ncc(-c4sccc4Cc4ccc5c(=O)ssc5c4)s3)sc12,,,,,0.0
CC(=O)c1cn(C)c2cc(C(=O)N(C)C)ccc12,-4.823,-6.675,7.324985528995945,7.989280881280869,0.018926741328493868
Cc1ccc(S(=O)(=O)NC2CC(C(=O)NCCO)N(Cc3ccc4c(c3)CCC4)C2)cc1,-6.396,-7.352,4.3105203862178865,2.9644901753927266,0.6981635502523361
CCC(=O)Nc1cc([N+](=O)[O-])c(OCCOC)cc1N,-4.792,-5.629,11.933772831757777,2.900044482417468,0.00900818737653693
COc1cc(N)cc([N+](=O)[O-])c1OC(C)C#N,-4.746,-5.055,11.879379865969435,2.740886900256922,0.00942152131696112
Fc1cc(-c2nnnn2CC2CCCO2)ccc1Br,-5.536,-7.083,12.00978913220378,2.800728119614612,0.008650658700931806
C#CC(C)(C)N1CCN(C(=O)C(C)C)CC1,-5.383,-5.962,12.557412790857837,2.772052127936991,0.006155061878193708
CNCNC(=O)N=C(N)N(C)c1ccco1,-4.552,-6.113,12.369355803759548,3.0201293018677196,0.006796124266045943
CCc1cc2c(s1)CCOC21CCN(C(=O)CCc2ccc(OC)cc2)CC1,-5.366,-7.937,4.691898869327854,10.297620744618632,0.01770339959926808
Cc1ccc(CC2Cc3cc(-c4cnc(C(C)NC(=O)c5ccc(C)s5)[nH]4)ccc3O2)cc1,-6.993,-9.876,4.540287876335596,3.0636497841626746,0.6465303996481454
