SMILES,aff,d_asp,d_arg,d_p0
CNc1c(C)ncnc1N1CCC(CCO)C1,-5.042,12.973567011427505,13.390681573392746,2.7845477191098733
CCCNC1CCS(=O)(=O)c2cc(C(C)C)ccc21,-4.999,13.421477042412283,7.511224533989114,7.356014477962914
CCOc1ccc(C(=O)N(CC(=O)Nc2ccc(C)c(Cl)c2)C2CC2)cc1,-5.754,12.106978566099801,12.004108505007775,2.986341239711229
COc1ccc(C(=O)NCC(c2cccs2)N(C)C)cc1S(=O)(=O)N1CCCC(C)C1,-4.811,10.340644322284758,8.467089759769882,12.677531187104215
Cc1c(NS(C)(=O)=O)cc(Br)cc1C(=O)NCCSc1ccccn1,-5.029,4.0073798172871005,7.223480463045497,5.454968835841319
O=C(NN1C(c2ccc(Cl)cc2)OC2CCCCC21)c1ccc([N+](=O)[O-])cc1,-5.819,4.362103277090078,8.416295325141578,3.0904455989387682
Cc1ccc(CN2CCN(Cc3cccc(Oc4ccccc4C)n3)CC2)o1,-5.827,4.6595585627825304,7.988272529151718,3.1622022389467768
CCCCCCCCOc1cccc(C(=O)Nc2ccccc2C(=O)NCCCOC)c1,-4.472,4.4959427265035306,7.0249225618507705,4.052786818967906
CC(NC(=O)CCc1cccc(Cl)c1)c1ccc2c(c1)CCCC2,-5.627,10.748743321895821,8.549345355054971,12.693422154801281
COCCNC(=O)c1ncc2cc3c(cc2c1F)OC(c1cc(Cl)cc(CCO)c1)(c1ncc(F)cn1)O3,-5.988,4.7326736629520525,8.789951592585705,3.0730214773086106
Cc1nn(-c2ccccc2)cc1CNC(=O)c1cccnc1Cl,-5.435,12.86802587812132,7.50038645671008,8.216412112351717
O=S(=O)(c1ccccc1)N1CCCC(c2nnc(SCc3cccc(F)c3)n2-c2ccccc2)C1,-6.173,4.409256966882289,8.346268028286655,7.858418543193025
Cc1ccccc1N1CCN(C(c2ccc(Cl)cc2)c2cnc3sccn3c2=O)CC1,-6.056,4.437878321901131,7.164350144988727,7.5311351733984955
O=C(COC(=O)C1CC(F)CN1S(=O)(=O)c1ccc(Cl)cc1)NCc1cn2cccnc2n1,-6.057,3.9931392412486697,7.598894261667285,2.8479232784609914
CCCCOc1c(OCCCCBr)c2ccccc2c2ccccc12,-5.078,12.702669443861003,12.872240325599892,2.9848259580752776
CCC1CC(NOCc2ccc(C)cc2)CCO1,-4.312,7.513387784481779,8.131679162387066,3.549316835674156
O=C(c1ccc2n[nH]nc2c1)N(c1nc2ccccc2s1)C1CC1,-5.704,12.957233886906574,8.439130464686514,8.892310667087605
CC(C)(C)C(=O)NC(c1ccccn1)C(F)(F)F,-4.925,12.736485739794945,12.417786396938867,3.146688418003918
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(F)cc3)CC2)cc1,-5.917,12.646758201215045,6.969850070123459,8.807705830691669
CCC(CC)(N1CCC(N(C)C(=O)OC(C)(C)C)CC1)C(F)(F)F,-4.267,14.882260480182438,7.854146484501036,8.268434253230778
COc1ccc(C(=O)N(C)c2ccccc2)c(NS(=O)(=O)c2c(N3CCN(C)CC3)nc3sc(C)nn23)c1O,-6.4,4.353182169402056,7.33933689102769,3.2245993549586918
Cc1ccoc1C(=O)OCC1CCOCC1,-4.426,12.507042576084885,11.625012129025931,9.037694064306447
COCC(C)OC(F)(COC(=O)C(C)CC(C)C)OC(C)C,-4.033,4.9509010291057125,7.570369938120594,5.6033564941024405
CC(C)C1C(=O)CC2C3CCC4CC(OCCN(C)C)CCC4(C)C3CCC21C,-5.349,11.50403220614407,7.6465721078140625,10.050484814176876
CC(C)NCC(C)Oc1cccc2cccnc12,-4.49,12.889207462059101,13.153613723992354,3.21152440439116
COc1cc(OC(=O)N2CCOCC2)ccc1C=CC(=O)Nc1ccc(C)cc1OC,-5.725,3.931809888588205,8.189708847083637,2.8375744924142516
COc1cc(CC(=O)O)ccc1OCCCc1cc(-c2ccccc2)n2nc(C(F)(F)F)nc2c1-c1ccccc1,-6.005,4.978306338505095,8.147365586494814,2.971288945895367
CCOC(=O)C=C(C1COC(=O)O1)C(F)(F)F,-5.093,12.669846328981265,12.211454049375119,3.0664983287130623
CC1(C)c2ccccc2C(=NC#N)C1C1=CC(C#N)C(c2ccccc2)=C1c1ccccc1,-6.511,4.367352287141489,8.314530293408039,5.219280601768792
COc1cc(OC)c(Cl)c(-c2c(C)[nH]c3ncnn3c2=S)c1,-4.267,5.444734153289764,8.0245892729784,3.0648871104822115
CCOC(=O)N1CCc2[nH]c(-c3nc4ccccc4s3)cc2C1,-5.692,4.437395857932894,7.897094655631272,3.1418136481974868
Cn1cc(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(=O)cc1CCc1ccccc1,-6.405,4.283007471392035,7.739062669341811,3.145910043214841
CCOc1ccc(C=C(C(=O)OC)n2ncc(Cl)c2C(F)(F)F)cc1,-4.552,12.53893615902083,8.8759184876834,8.90711294415873
O=c1ccc2cnc(NCCOc3ccccc3)nc2[nH]1,-5.815,4.377523500793571,8.108879885656219,2.857382018561746
CN(C)Cc1ccc2c(c1)C(CN(CC(=O)OC(C)(C)C)C(=O)O)C(=O)N2,-5.412,6.811548208740801,8.207793186965665,3.270018501476712
CC1CC2CCCCC2N2CCCC(CN1)C2,-3.17,4.700155210203168,8.551412807250038,9.80934212880762
CCCCc1ccc(CC2SC(=NN=Cc3ccc(OC)c(O)c3)NC2=O)cc1,-6.16,5.20287622378238,8.151925600739986,3.017529287347514
CCc1c(NC(=O)NC(C)C2CC3CCC2C3)cccc1C(=O)O,-5.378,3.6095767064851247,7.3016492657481145,5.180115925343758
Cc1ccccc1OCC(=O)N(C)C(C)c1nc2sc3c(c2c(=O)o1)CCCC3,-4.721,3.4682429269011705,7.593861007419084,7.7645091280775755
N#CC1C2CC3CC(=O)CCC3C12,-4.909,12.640590255205648,11.77518055063276,9.301749136587162
COC(=O)c1cnc(-c2ccccc2)c(CC#N)c1O,-5.509,12.531348450984835,12.587280643570319,2.982954407965365
O=C(c1cccc(COc2cc(F)c(F)cc2Br)c1)N1CCN(c2nccs2)CC1,-5.735,4.1785191156676555,7.775295299858391,3.1779317173281116
CC1(C)CN(Cc2ccccc2)C(c2cccc3ccn(-c4ccccc4)c23)N1,-4.945,11.155318776260946,8.684443332764628,12.64419222410036
CC(N)c1ccccc1Oc1ccc(C(=O)NC2CCCC2S(C)(=O)=O)cc1,-5.517,12.211950908843352,7.079510293798576,7.909483105740855
CCc1ccc(S(=O)(=O)N=C2Oc3ccc(N(CC)CC)cc3C2C)cc1,-5.497,4.14125838363172,8.083057960945226,3.5874652611558484
CNC(=O)c1cc(F)cc2c1CCC2NC(=O)c1ccc(-c2ccc3c(c2)CCO3)c(OC)c1,-6.296,13.232921823996392,7.400239320454441,6.60626520811873
Cc1cc(C)c(-c2cn(Cc3ccccc3F)cn2)nc1C(=O)NS(=O)(=O)c1ccccc1[N+](=O)[O-],-6.437,4.27073682167375,7.8354627814826605,5.18181059090353
NCCCCCc1nc2ccccc2n1Cc1cn2cc(Br)ccc2n1,-5.739,4.309869255557528,8.079283693496595,3.055048281124211
Nc1ccc(F)cc1C(=O)N(Cc1ccco1)C1CC1,-5.006,12.973071648611212,12.169831058810965,2.9553722269792004
COC(=O)c1cccc(Nc2cc(N3CCCCC3)ncn2)c1C,-5.044,4.364778344887629,8.57279884285173,3.0159333547013265
N=C(N)c1ccncc1NC=O,-4.716,14.520847943560321,11.654345584373239,2.7214536556774207
C=CS(=O)(=O)N1CCC(C(C)NCCOC2C3CN(CC4(F)CC(C)(C)C4)CC3CCC2C(C)(C)C)CC1,-5.327,4.196621736587656,8.33256467121618,2.840459293846684
COc1ncccc1-c1ncc(CN)cn1,-5.01,12.730211545767808,12.965325063414337,2.8711633530678813
CC(CO)Sc1nncs1,-4.092,16.089663700649556,12.33130913569196,2.8476133866801514
CC(C)n1nnc2ccc(-c3cccc(NCCN(C)C)c3Nc3nccc(-c4ccc5c(cnn5C)c4)n3)cc21,-6.35,4.349128763327203,7.985784494963534,3.0862485317939
CC(N)=NN=C(N)c1ccnc(N)c1C=Cc1ccccc1OCc1ccc(F)c(F)c1F,-5.758,4.3812607774475145,8.314947143548178,6.01189030172707
CCOC(=O)C1(O)CCC(=O)N(Cc2ccccc2)N1,-5.067,7.912310218893088,7.874529890729985,2.9017884140646784
CCCCCCOc1ccccc1C(=O)NC(=S)Nc1ccc(C(=O)NC2CC2)cc1C,-4.826,4.869041281402326,8.273270816309592,7.107593544934882
CN1CCc2ccc(N3CCN(P(=O)(O)c4ccccc4)CC3)c(C3CCCCCC3)c2C1,-4.322,5.018521694682608,7.899322376001627,3.1054978666874016
CCC1CN(C(=O)c2ccccc2N2CCOCC2)c2ccccc21,-5.248,8.13386949735487,8.231075567627842,3.1022309714139595
COc1cccc2c(C(=O)NCCCN3CCC4(CC3)OCCO4)csc12,-5.303,12.622184161229784,12.533499511309682,2.835136857366854
Cc1cc(C(=O)NC2CCC(O)CC2)ccc1-n1cnnn1,-5.334,5.3085441507064814,8.269307830767941,3.0145520396901424
COc1c(Sc2c(-c3ccc4c(c3)S(=O)(=O)c3sccc3S4)sc3ccsc23)sc2c(-c3cc4ccccc4oc3=O)c(-c3ncc(-c4sccc4Cc4ccc5c(=O)ssc5c4)s3)sc12,,,,
CC(=O)c1cn(C)c2cc(C(=O)N(C)C)ccc12,-4.823,13.548389793624924,7.324985528995945,7.989280881280869
Cc1ccc(S(=O)(=O)NC2CC(C(=O)NCCO)N(Cc3ccc4c(c3)CCC4)C2)cc1,-6.396,4.3105203862178865,7.765439137614819,2.9644901753927266
CCC(=O)Nc1cc([N+](=O)[O-])c(OCCOC)cc1N,-4.792,12.89233543621946,11.933772831757777,2.900044482417468
COc1cc(N)cc([N+](=O)[O-])c1OC(C)C#N,-4.746,12.531146515782185,11.879379865969435,2.740886900256922
Fc1cc(-c2nnnn2CC2CCCO2)ccc1Br,-5.536,13.186943429013413,12.00978913220378,2.800728119614612
C#CC(C)(C)N1CCN(C(=O)C(C)C)CC1,-5.383,12.557412790857837,12.65303694770548,2.772052127936991
CNCNC(=O)N=C(N)N(C)c1ccco1,-4.552,12.816887492679335,12.369355803759548,3.0201293018677196
CCc1cc2c(s1)CCOC21CCN(C(=O)CCc2ccc(OC)cc2)CC1,-5.366,4.691898869327854,8.344332807360933,10.297620744618632
Cc1ccc(CC2Cc3cc(-c4cnc(C(C)NC(=O)c5ccc(C)s5)[nH]4)ccc3O2)cc1,-6.993,4.540287876335596,8.76632089305428,3.0636497841626746
CN1CC(C)(O)CC1C(=O)O,-4.088,8.031012949809009,8.240817981244337,2.9357174591571304
COc1ccc2c(c1)CCN(c1ccccc1CN1C=CCc3ncccc31)C2,-5.904,14.058636704887142,8.392671743848915,9.087486506179802
CC(=O)c1cc(N2CCC(NC(=O)C3CC3)C2)ccc1Cl,-5.143,12.615285371326326,7.497862428719267,9.399171293257718
CNC(=O)C1(Cc2ccccc2)CN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1C1CCC2CN(C(=O)c3cc(Cl)cc(C(F)(F)F)c3)CCN21,,,,
N#Cc1nc(-c2ccc3cccc(F)c3c2)cs1,-5.693,3.3653326730057453,7.974797677684368,4.385586049777156
O=c1ccc(-c2ccccc2)nn1-c1cccnc1,-5.286,12.701947055471457,13.693220402812482,3.273342328568767
Cn1cncc1CC(NC(=O)C1CC2(CCC2)CN1C(=O)C(CC1(C)CCCCC1)NC(=O)OC(C)(C)C)C(=O)O,,,,
Cc1cc(NCC(C)N(C)CC(C)C)c(F)c(C(F)(F)F)n1,-4.183,13.487690721543107,12.016266849566883,2.656238694093586
