SMILES,aff_p0,aff_site,d_key,d_p0,bridge,composite
NC(=O)C1CCN(Cc2cc(F)ccc2F)CC1,-6.64,-4.927,12.541603206926936,3.00521696388131,0.0061101995091219,0.07670651155841392
CCc1cc(C(=O)NC(C)CC(F)(F)F)ccc1F,-7.055,-5.187,12.529980127677778,3.119281167192211,0.0060926386417495,0.07670134975411594
FC(F)(F)c1ccc(OCCNCCN2CCCC2)cc1,-6.596,-4.661,8.510686282550896,8.632214605766007,0.0061244031977311,0.0766876130768251
COc1ccc(NC2CCC(OC)C2)cc1OC,-6.031,-4.962,12.551846159031747,2.9366560915435773,0.0061048250519553,0.0766869458754332
O=C(O)CCc1c(Br)nc(C2CC2)[nH]c1=O,-5.878,-5.385,12.560198644925965,2.929436464578128,0.0060764286141644,0.07667911576239005
NCC1CCCN(C(=O)c2cnc(NC(=O)c3ccco3)s2)C1,-7.038,-5.561,12.571400916365686,2.862589387250641,0.0060640347317327,0.07667172891585652
Cc1ccnc(SCCSc2nc3ccccc3o2)n1,-6.739,-5.042,12.484366263451262,3.375914987081281,0.0060970102586784,0.07667022016226449
CC(=O)c1cccc(OC(=O)C2CCCN2C(=O)c2ccccc2)c1,-7.911,-6.151,12.586723282888205,2.8160308947168886,0.0060257571302524,0.07666565383485564
CCCc1c(Nc2ncccc2C)ncnc1-n1ccnc1C,-6.496,-5.249,12.546228556821369,3.0274182069875977,0.006081131694541,0.07665391225122092
CCC(C)(c1ccccc1)C(N)c1ccn(C)n1,-6.19,-5.036,12.55858136892858,2.90312951829573,0.0060947226921235,0.07665340859397508
CCC(NC(=O)c1ccc([N+](=O)[O-])c(C)c1)c1nc2ccccc2s1,-7.221,-5.736,8.481420989433316,8.68138894417247,0.0060489484633596,0.07664659443772084
CC(Sc1cc(N)cc2cc[nH]c12)c1ccco1,-6.336,-5.192,12.540522078446337,3.0666049631473564,0.006081983900622,0.07663627201099427
CCCCCC(C)CNC(=O)N(C)CC(=O)N(C)C,-5.692,-4.793,12.515284295612306,3.190294970688447,0.0061061768758281,0.07662695050570371
